Script started! (v. 3)
rank: 15, score 2 
rank: 15, score 2 
rank: 15, score 2 
rank: 15, score 2 
rank: 15, score 2 
rank: 15, score 2 
rank: 15, score 2 
rank: 15, score 2 
rank: 15, score 2 
rank: 15, score 2 
rank: 15, score 2 
rank: 34, score 1 
rank: 34, score 1 
rank: 34, score 1 
rank: 34, score 1 
rank: 34, score 1 
rank: 34, score 1 
rank: 34, score 1 
rank: 34, score 1 
rank: 34, score 1 
rank: 34, score 1 
rank: 34, score 1 
rank: 34, score 1 
rank: 34, score 1 
rank: 47, score 0 
rank: 47, score 0 
rank: 47, score 0 
rank: 47, score 0 
Partial classification: {4: 1, 3: 2, 2: 16, 1: 35, 0: 48}
Old classification: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
New position (variabile): 2(1a)
New position (variabile): 16(2a)
New position (variabile): 35(3a)
New position (variabile): 16(4a)
New position (variabile): 2(5a)
New position (variabile): 35(6a)
New position (variabile): 16(7a)
New position (variabile): 48(8a)
New position (variabile): 16(9a)
New position (variabile): 2(10a)
New position (variabile): 2(11a)
New position (variabile): 35(12a)
New position (variabile): 35(13a)
New position (variabile): 35(14a)
New position (variabile): 35(15a)
New position (variabile): 2(16a)
New position (variabile): 35(17a)
New position (variabile): 2(18a)
New position (variabile): 1(19a)
New position (variabile): 2(20a)
New position (variabile): 16(21a)
New position (variabile): 35(22a)
New position (variabile): 2(23a)
New position (variabile): 16(24a)
New position (variabile): 16(25a)
New position (variabile): 16(26a)
New position (variabile): 48(27a)
New position (variabile): 2(28a)
New position (variabile): 2(29a)
New position (variabile): 16(30a)
New position (variabile): 16(31a)
New position (variabile): 2(32a)
New position (variabile): 35(33a)
New position (variabile): 16(34a)
New position (variabile): 16(35a)
New position (variabile): 35(36a)
New position (variabile): 2(37a)
New position (variabile): 2(38a)
New position (variabile): 35(39a)
New position (variabile): 16(40a)
New position (variabile): 48(41a)
New position (variabile): 16(42a)
New position (variabile): 35(43a)
New position (variabile): 48(44a)
New position (variabile): 16(45a)
New position (variabile): 16(46a)
New position (variabile): 2(47a)
New position (variabile): 35(48a)
New position (variabile): 16(49a)
New position (variabile): 16(50a)
New position (variabile): 16(51a)
New classification: [2, 16, 35, 16, 2, 35, 16, 48, 16, 2, 2, 35, 35, 35, 35, 2, 35, 2, 1, 2, 16, 35, 2, 16, 16, 16, 48, 2, 2, 16, 16, 2, 35, 16, 16, 35, 2, 2, 35, 16, 48, 16, 35, 48, 16, 16, 2, 35, 16, 16, 16]
About to process row no. 1 , that is: ['3', '1', '3', '2', '1', '2', '3', '4', '1', '0', '1', '1', '3', '2', '1', '0', '1', '3', '3', '1', '2', '1', '2', '1', '4', '4', '2', '3', '2', '2', '2', '2', '1', '2', '3', '2', '1', '2', '1', '2', '2', '2', '3', '1', '2', '0', '2', '1', '1', '2', '2'] 
====Evaluations: [3, 1, 3, 2, 1, 2, 3, 4, 1, 0, 1, 1, 3, 2, 1, 0, 1, 3, 3, 1, 2, 1, 2, 1, 4, 4, 2, 3, 2, 2, 2, 2, 1, 2, 3, 2, 1, 2, 1, 2, 2, 2, 3, 1, 2, 0, 2, 1, 1, 2, 2]=======
Ordered evaluations: [4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]
rank: 0, score 4 
rank: 0, score 4 
rank: 0, score 4 
rank: 3, score 3 
rank: 3, score 3 
rank: 3, score 3 
rank: 3, score 3 
rank: 3, score 3 
rank: 3, score 3 
rank: 3, score 3 
rank: 3, score 3 
rank: 3, score 3 
rank: 12, score 2 
rank: 12, score 2 
rank: 12, score 2 
rank: 12, score 2 
rank: 12, score 2 
rank: 12, score 2 
rank: 12, score 2 
rank: 12, score 2 
rank: 12, score 2 
rank: 12, score 2 
rank: 12, score 2 
rank: 12, score 2 
rank: 12, score 2 
rank: 12, score 2 
rank: 12, score 2 
rank: 12, score 2 
rank: 12, score 2 
rank: 12, score 2 
rank: 12, score 2 
rank: 12, score 2 
rank: 32, score 1 
rank: 32, score 1 
rank: 32, score 1 
rank: 32, score 1 
rank: 32, score 1 
rank: 32, score 1 
rank: 32, score 1 
rank: 32, score 1 
rank: 32, score 1 
rank: 32, score 1 
rank: 32, score 1 
rank: 32, score 1 
rank: 32, score 1 
rank: 32, score 1 
rank: 32, score 1 
rank: 32, score 1 
rank: 48, score 0 
rank: 48, score 0 
rank: 48, score 0 
Partial classification: {4: 1, 3: 4, 2: 13, 1: 33, 0: 49}
Old classification: [2, 16, 35, 16, 2, 35, 16, 48, 16, 2, 2, 35, 35, 35, 35, 2, 35, 2, 1, 2, 16, 35, 2, 16, 16, 16, 48, 2, 2, 16, 16, 2, 35, 16, 16, 35, 2, 2, 35, 16, 48, 16, 35, 48, 16, 16, 2, 35, 16, 16, 16]
New position (variabile): 4(1a)
New position (variabile): 33(2a)
New position (variabile): 4(3a)
New position (variabile): 13(4a)
New position (variabile): 33(5a)
New position (variabile): 13(6a)
New position (variabile): 4(7a)
New position (variabile): 1(8a)
New position (variabile): 33(9a)
New position (variabile): 49(10a)
New position (variabile): 33(11a)
New position (variabile): 33(12a)
New position (variabile): 4(13a)
New position (variabile): 13(14a)
New position (variabile): 33(15a)
New position (variabile): 49(16a)
New position (variabile): 33(17a)
New position (variabile): 4(18a)
New position (variabile): 4(19a)
New position (variabile): 33(20a)
New position (variabile): 13(21a)
New position (variabile): 33(22a)
New position (variabile): 13(23a)
New position (variabile): 33(24a)
New position (variabile): 1(25a)
New position (variabile): 1(26a)
New position (variabile): 13(27a)
New position (variabile): 4(28a)
New position (variabile): 13(29a)
New position (variabile): 13(30a)
New position (variabile): 13(31a)
New position (variabile): 13(32a)
New position (variabile): 33(33a)
New position (variabile): 13(34a)
New position (variabile): 4(35a)
New position (variabile): 13(36a)
New position (variabile): 33(37a)
New position (variabile): 13(38a)
New position (variabile): 33(39a)
New position (variabile): 13(40a)
New position (variabile): 13(41a)
New position (variabile): 13(42a)
New position (variabile): 4(43a)
New position (variabile): 33(44a)
New position (variabile): 13(45a)
New position (variabile): 49(46a)
New position (variabile): 13(47a)
New position (variabile): 33(48a)
New position (variabile): 33(49a)
New position (variabile): 13(50a)
New position (variabile): 13(51a)
New classification: [6, 49, 39, 29, 35, 48, 20, 49, 49, 51, 35, 68, 39, 48, 68, 51, 68, 6, 5, 35, 29, 68, 15, 49, 17, 17, 61, 6, 15, 29, 29, 15, 68, 29, 20, 48, 35, 15, 68, 29, 61, 29, 39, 81, 29, 65, 15, 68, 49, 29, 29]
About to process row no. 2 , that is: ['2', '1', '1', '2', '2', '2', '2', '0', '0', '4', '4', '1', '0', '2', '1', '1', '2', '4', '4', '4', '3', '4', '3', '3', '3', '3', '1', '4', '4', '3', '1', '2', '3', '4', '2', '2', '2', '3', '1', '3', '1', '3', '1', '0', '2', '2', '4', '2', '2', '2', '1'] 
====Evaluations: [2, 1, 1, 2, 2, 2, 2, 0, 0, 4, 4, 1, 0, 2, 1, 1, 2, 4, 4, 4, 3, 4, 3, 3, 3, 3, 1, 4, 4, 3, 1, 2, 3, 4, 2, 2, 2, 3, 1, 3, 1, 3, 1, 0, 2, 2, 4, 2, 2, 2, 1]=======
Ordered evaluations: [4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]
rank: 0, score 4 
rank: 0, score 4 
rank: 0, score 4 
rank: 0, score 4 
rank: 0, score 4 
rank: 0, score 4 
rank: 0, score 4 
rank: 0, score 4 
rank: 0, score 4 
rank: 0, score 4 
rank: 10, score 3 
rank: 10, score 3 
rank: 10, score 3 
rank: 10, score 3 
rank: 10, score 3 
rank: 10, score 3 
rank: 10, score 3 
rank: 10, score 3 
rank: 10, score 3 
rank: 10, score 3 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 36, score 1 
rank: 36, score 1 
rank: 36, score 1 
rank: 36, score 1 
rank: 36, score 1 
rank: 36, score 1 
rank: 36, score 1 
rank: 36, score 1 
rank: 36, score 1 
rank: 36, score 1 
rank: 36, score 1 
rank: 47, score 0 
rank: 47, score 0 
rank: 47, score 0 
rank: 47, score 0 
Partial classification: {4: 1, 3: 11, 2: 21, 1: 37, 0: 48}
Old classification: [6, 49, 39, 29, 35, 48, 20, 49, 49, 51, 35, 68, 39, 48, 68, 51, 68, 6, 5, 35, 29, 68, 15, 49, 17, 17, 61, 6, 15, 29, 29, 15, 68, 29, 20, 48, 35, 15, 68, 29, 61, 29, 39, 81, 29, 65, 15, 68, 49, 29, 29]
New position (variabile): 21(1a)
New position (variabile): 37(2a)
New position (variabile): 37(3a)
New position (variabile): 21(4a)
New position (variabile): 21(5a)
New position (variabile): 21(6a)
New position (variabile): 21(7a)
New position (variabile): 48(8a)
New position (variabile): 48(9a)
New position (variabile): 1(10a)
New position (variabile): 1(11a)
New position (variabile): 37(12a)
New position (variabile): 48(13a)
New position (variabile): 21(14a)
New position (variabile): 37(15a)
New position (variabile): 37(16a)
New position (variabile): 21(17a)
New position (variabile): 1(18a)
New position (variabile): 1(19a)
New position (variabile): 1(20a)
New position (variabile): 11(21a)
New position (variabile): 1(22a)
New position (variabile): 11(23a)
New position (variabile): 11(24a)
New position (variabile): 11(25a)
New position (variabile): 11(26a)
New position (variabile): 37(27a)
New position (variabile): 1(28a)
New position (variabile): 1(29a)
New position (variabile): 11(30a)
New position (variabile): 37(31a)
New position (variabile): 21(32a)
New position (variabile): 11(33a)
New position (variabile): 1(34a)
New position (variabile): 21(35a)
New position (variabile): 21(36a)
New position (variabile): 21(37a)
New position (variabile): 11(38a)
New position (variabile): 37(39a)
New position (variabile): 11(40a)
New position (variabile): 37(41a)
New position (variabile): 11(42a)
New position (variabile): 37(43a)
New position (variabile): 48(44a)
New position (variabile): 21(45a)
New position (variabile): 21(46a)
New position (variabile): 1(47a)
New position (variabile): 21(48a)
New position (variabile): 21(49a)
New position (variabile): 21(50a)
New position (variabile): 37(51a)
New classification: [27, 86, 76, 50, 56, 69, 41, 97, 97, 52, 36, 105, 87, 69, 105, 88, 89, 7, 6, 36, 40, 69, 26, 60, 28, 28, 98, 7, 16, 40, 66, 36, 79, 30, 41, 69, 56, 26, 105, 40, 98, 40, 76, 129, 50, 86, 16, 89, 70, 50, 66]
About to process row no. 3 , that is: ['3', '2', '1', '2', '3', '1', '2', '0', '2', '3', '3', '1', '1', '1', '1', '3', '1', '3', '4', '3', '2', '1', '3', '2', '2', '2', '0', '3', '3', '2', '2', '3', '1', '2', '2', '1', '3', '3', '1', '2', '0', '2', '1', '0', '2', '2', '3', '1', '2', '1', '0'] 
====Evaluations: [3, 2, 1, 2, 3, 1, 2, 0, 2, 3, 3, 1, 1, 1, 1, 3, 1, 3, 4, 3, 2, 1, 3, 2, 2, 2, 0, 3, 3, 2, 2, 3, 1, 2, 2, 1, 3, 3, 1, 2, 0, 2, 1, 0, 2, 2, 3, 1, 2, 1, 0]=======
Ordered evaluations: [4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]
rank: 0, score 4 
rank: 1, score 3 
rank: 1, score 3 
rank: 1, score 3 
rank: 1, score 3 
rank: 1, score 3 
rank: 1, score 3 
rank: 1, score 3 
rank: 1, score 3 
rank: 1, score 3 
rank: 1, score 3 
rank: 1, score 3 
rank: 1, score 3 
rank: 1, score 3 
rank: 1, score 3 
rank: 15, score 2 
rank: 15, score 2 
rank: 15, score 2 
rank: 15, score 2 
rank: 15, score 2 
rank: 15, score 2 
rank: 15, score 2 
rank: 15, score 2 
rank: 15, score 2 
rank: 15, score 2 
rank: 15, score 2 
rank: 15, score 2 
rank: 15, score 2 
rank: 15, score 2 
rank: 15, score 2 
rank: 15, score 2 
rank: 15, score 2 
rank: 32, score 1 
rank: 32, score 1 
rank: 32, score 1 
rank: 32, score 1 
rank: 32, score 1 
rank: 32, score 1 
rank: 32, score 1 
rank: 32, score 1 
rank: 32, score 1 
rank: 32, score 1 
rank: 32, score 1 
rank: 32, score 1 
rank: 32, score 1 
rank: 32, score 1 
rank: 46, score 0 
rank: 46, score 0 
rank: 46, score 0 
rank: 46, score 0 
rank: 46, score 0 
Partial classification: {4: 1, 3: 2, 2: 16, 1: 33, 0: 47}
Old classification: [27, 86, 76, 50, 56, 69, 41, 97, 97, 52, 36, 105, 87, 69, 105, 88, 89, 7, 6, 36, 40, 69, 26, 60, 28, 28, 98, 7, 16, 40, 66, 36, 79, 30, 41, 69, 56, 26, 105, 40, 98, 40, 76, 129, 50, 86, 16, 89, 70, 50, 66]
New position (variabile): 2(1a)
New position (variabile): 16(2a)
New position (variabile): 33(3a)
New position (variabile): 16(4a)
New position (variabile): 2(5a)
New position (variabile): 33(6a)
New position (variabile): 16(7a)
New position (variabile): 47(8a)
New position (variabile): 16(9a)
New position (variabile): 2(10a)
New position (variabile): 2(11a)
New position (variabile): 33(12a)
New position (variabile): 33(13a)
New position (variabile): 33(14a)
New position (variabile): 33(15a)
New position (variabile): 2(16a)
New position (variabile): 33(17a)
New position (variabile): 2(18a)
New position (variabile): 1(19a)
New position (variabile): 2(20a)
New position (variabile): 16(21a)
New position (variabile): 33(22a)
New position (variabile): 2(23a)
New position (variabile): 16(24a)
New position (variabile): 16(25a)
New position (variabile): 16(26a)
New position (variabile): 47(27a)
New position (variabile): 2(28a)
New position (variabile): 2(29a)
New position (variabile): 16(30a)
New position (variabile): 16(31a)
New position (variabile): 2(32a)
New position (variabile): 33(33a)
New position (variabile): 16(34a)
New position (variabile): 16(35a)
New position (variabile): 33(36a)
New position (variabile): 2(37a)
New position (variabile): 2(38a)
New position (variabile): 33(39a)
New position (variabile): 16(40a)
New position (variabile): 47(41a)
New position (variabile): 16(42a)
New position (variabile): 33(43a)
New position (variabile): 47(44a)
New position (variabile): 16(45a)
New position (variabile): 16(46a)
New position (variabile): 2(47a)
New position (variabile): 33(48a)
New position (variabile): 16(49a)
New position (variabile): 33(50a)
New position (variabile): 47(51a)
New classification: [29, 102, 109, 66, 58, 102, 57, 144, 113, 54, 38, 138, 120, 102, 138, 90, 122, 9, 7, 38, 56, 102, 28, 76, 44, 44, 145, 9, 18, 56, 82, 38, 112, 46, 57, 102, 58, 28, 138, 56, 145, 56, 109, 176, 66, 102, 18, 122, 86, 83, 113]
About to process row no. 4 , that is: ['3', '1', '2', '1', '1', '3', '2', '0', '2', '3', '3', '2', '1', '2', '0', '3', '4', '4', '4', '2', '4', '3', '2', '3', '2', '2', '1', '3', '4', '2', '1', '3', '3', '4', '3', '2', '3', '3', '2', '2', '1', '2', '1', '0', '2', '2', '3', '2', '1', '2', '1'] 
====Evaluations: [3, 1, 2, 1, 1, 3, 2, 0, 2, 3, 3, 2, 1, 2, 0, 3, 4, 4, 4, 2, 4, 3, 2, 3, 2, 2, 1, 3, 4, 2, 1, 3, 3, 4, 3, 2, 3, 3, 2, 2, 1, 2, 1, 0, 2, 2, 3, 2, 1, 2, 1]=======
Ordered evaluations: [4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]
rank: 0, score 4 
rank: 0, score 4 
rank: 0, score 4 
rank: 0, score 4 
rank: 0, score 4 
rank: 0, score 4 
rank: 6, score 3 
rank: 6, score 3 
rank: 6, score 3 
rank: 6, score 3 
rank: 6, score 3 
rank: 6, score 3 
rank: 6, score 3 
rank: 6, score 3 
rank: 6, score 3 
rank: 6, score 3 
rank: 6, score 3 
rank: 6, score 3 
rank: 6, score 3 
rank: 6, score 3 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 20, score 2 
rank: 38, score 1 
rank: 38, score 1 
rank: 38, score 1 
rank: 38, score 1 
rank: 38, score 1 
rank: 38, score 1 
rank: 38, score 1 
rank: 38, score 1 
rank: 38, score 1 
rank: 38, score 1 
rank: 48, score 0 
rank: 48, score 0 
rank: 48, score 0 
Partial classification: {4: 1, 3: 7, 2: 21, 1: 39, 0: 49}
Old classification: [29, 102, 109, 66, 58, 102, 57, 144, 113, 54, 38, 138, 120, 102, 138, 90, 122, 9, 7, 38, 56, 102, 28, 76, 44, 44, 145, 9, 18, 56, 82, 38, 112, 46, 57, 102, 58, 28, 138, 56, 145, 56, 109, 176, 66, 102, 18, 122, 86, 83, 113]
New position (variabile): 7(1a)
New position (variabile): 39(2a)
New position (variabile): 21(3a)
New position (variabile): 39(4a)
New position (variabile): 39(5a)
New position (variabile): 7(6a)
New position (variabile): 21(7a)
New position (variabile): 49(8a)
New position (variabile): 21(9a)
New position (variabile): 7(10a)
New position (variabile): 7(11a)
New position (variabile): 21(12a)
New position (variabile): 39(13a)
New position (variabile): 21(14a)
New position (variabile): 49(15a)
New position (variabile): 7(16a)
New position (variabile): 1(17a)
New position (variabile): 1(18a)
New position (variabile): 1(19a)
New position (variabile): 21(20a)
New position (variabile): 1(21a)
New position (variabile): 7(22a)
New position (variabile): 21(23a)
New position (variabile): 7(24a)
New position (variabile): 21(25a)
New position (variabile): 21(26a)
New position (variabile): 39(27a)
New position (variabile): 7(28a)
New position (variabile): 1(29a)
New position (variabile): 21(30a)
New position (variabile): 39(31a)
New position (variabile): 7(32a)
New position (variabile): 7(33a)
New position (variabile): 1(34a)
New position (variabile): 7(35a)
New position (variabile): 21(36a)
New position (variabile): 7(37a)
New position (variabile): 7(38a)
New position (variabile): 21(39a)
New position (variabile): 21(40a)
New position (variabile): 39(41a)
New position (variabile): 21(42a)
New position (variabile): 39(43a)
New position (variabile): 49(44a)
New position (variabile): 21(45a)
New position (variabile): 21(46a)
New position (variabile): 7(47a)
New position (variabile): 21(48a)
New position (variabile): 39(49a)
New position (variabile): 21(50a)
New position (variabile): 39(51a)
New classification: [36, 141, 130, 105, 97, 109, 78, 193, 134, 61, 45, 159, 159, 123, 187, 97, 123, 10, 8, 59, 57, 109, 49, 83, 65, 65, 184, 16, 19, 77, 121, 45, 119, 47, 64, 123, 65, 35, 159, 77, 184, 77, 148, 225, 87, 123, 25, 143, 125, 104, 152]
About to process row no. 5 , that is: ['2', '1', '1', '2', '2', '1', '1', '1', '0', '3', '4', '1', '1', '1', '1', '1', '2', '4', '4', '4', '3', '2', '3', '2', '2', '2', '1', '2', '3', '1', '2', '2', '3', '1', '2', '1', '3', '2', '1', '1', '1', '3', '1', '0', '2', '2', '3', '2', '2', '3', '1'] 
====Evaluations: [2, 1, 1, 2, 2, 1, 1, 1, 0, 3, 4, 1, 1, 1, 1, 1, 2, 4, 4, 4, 3, 2, 3, 2, 2, 2, 1, 2, 3, 1, 2, 2, 3, 1, 2, 1, 3, 2, 1, 1, 1, 3, 1, 0, 2, 2, 3, 2, 2, 3, 1]=======
Ordered evaluations: [4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
rank: 0, score 4 
rank: 0, score 4 
rank: 0, score 4 
rank: 0, score 4 
rank: 4, score 3 
rank: 4, score 3 
rank: 4, score 3 
rank: 4, score 3 
rank: 4, score 3 
rank: 4, score 3 
rank: 4, score 3 
rank: 4, score 3 
rank: 4, score 3 
rank: 13, score 2 
rank: 13, score 2 
rank: 13, score 2 
rank: 13, score 2 
rank: 13, score 2 
rank: 13, score 2 
rank: 13, score 2 
rank: 13, score 2 
rank: 13, score 2 
rank: 13, score 2 
rank: 13, score 2 
rank: 13, score 2 
rank: 13, score 2 
rank: 13, score 2 
rank: 13, score 2 
rank: 13, score 2 
rank: 13, score 2 
rank: 30, score 1 
rank: 30, score 1 
rank: 30, score 1 
rank: 30, score 1 
rank: 30, score 1 
rank: 30, score 1 
rank: 30, score 1 
rank: 30, score 1 
rank: 30, score 1 
rank: 30, score 1 
rank: 30, score 1 
rank: 30, score 1 
rank: 30, score 1 
rank: 30, score 1 
rank: 30, score 1 
rank: 30, score 1 
rank: 30, score 1 
rank: 30, score 1 
rank: 30, score 1 
rank: 49, score 0 
rank: 49, score 0 
Partial classification: {4: 1, 3: 5, 2: 14, 1: 31, 0: 50}
Old classification: [36, 141, 130, 105, 97, 109, 78, 193, 134, 61, 45, 159, 159, 123, 187, 97, 123, 10, 8, 59, 57, 109, 49, 83, 65, 65, 184, 16, 19, 77, 121, 45, 119, 47, 64, 123, 65, 35, 159, 77, 184, 77, 148, 225, 87, 123, 25, 143, 125, 104, 152]
New position (variabile): 14(1a)
New position (variabile): 31(2a)
New position (variabile): 31(3a)
New position (variabile): 14(4a)
New position (variabile): 14(5a)
New position (variabile): 31(6a)
New position (variabile): 31(7a)
New position (variabile): 31(8a)
New position (variabile): 50(9a)
New position (variabile): 5(10a)
New position (variabile): 1(11a)
New position (variabile): 31(12a)
New position (variabile): 31(13a)
New position (variabile): 31(14a)
New position (variabile): 31(15a)
New position (variabile): 31(16a)
New position (variabile): 14(17a)
New position (variabile): 1(18a)
New position (variabile): 1(19a)
New position (variabile): 1(20a)
New position (variabile): 5(21a)
New position (variabile): 14(22a)
New position (variabile): 5(23a)
New position (variabile): 14(24a)
New position (variabile): 14(25a)
New position (variabile): 14(26a)
New position (variabile): 31(27a)
New position (variabile): 14(28a)
New position (variabile): 5(29a)
New position (variabile): 31(30a)
New position (variabile): 14(31a)
New position (variabile): 14(32a)
New position (variabile): 5(33a)
New position (variabile): 31(34a)
New position (variabile): 14(35a)
New position (variabile): 31(36a)
New position (variabile): 5(37a)
New position (variabile): 14(38a)
New position (variabile): 31(39a)
New position (variabile): 31(40a)
New position (variabile): 31(41a)
New position (variabile): 5(42a)
New position (variabile): 31(43a)
New position (variabile): 50(44a)
New position (variabile): 14(45a)
New position (variabile): 14(46a)
New position (variabile): 5(47a)
New position (variabile): 14(48a)
New position (variabile): 14(49a)
New position (variabile): 5(50a)
New position (variabile): 31(51a)
New classification: [50, 172, 161, 119, 111, 140, 109, 224, 184, 66, 46, 190, 190, 154, 218, 128, 137, 11, 9, 60, 62, 123, 54, 97, 79, 79, 215, 30, 24, 108, 135, 59, 124, 78, 78, 154, 70, 49, 190, 108, 215, 82, 179, 275, 101, 137, 30, 157, 139, 109, 183]
[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]

**********

Cases processed: 6 
Items: ['PTN1', 'PTN2', 'PTN3', 'PTN4', 'PTN5', 'PTN6', 'PTN7', 'PTN8', 'PTN9', 'PTN10', 'PTN11', 'PTN12', 'PTN13', 'PTN14', 'PTN15', 'PTN16', 'PTN17', 'PTN18', 'PTN19', 'PTN20', 'PTN21', 'PTN22', 'PTN23', 'PTN24', 'PTN25', 'PTN26', 'PTN27', 'PTN28', 'PTN29', 'PTN30', 'PTN31', 'PTN32', 'PTN33', 'PTN34', 'PTN35', 'PTN36', 'PTN37', 'PTN38', 'PTN39', 'PTN40', 'PTN41', 'PTN42', 'PTN43', 'PTN44', 'PTN45', 'PTN46', 'PTN47', 'PTN48', 'PTN49', 'PTN50', 'PTN51']
Final Ranking: [50, 172, 161, 119, 111, 140, 109, 224, 184, 66, 46, 190, 190, 154, 218, 128, 137, 11, 9, 60, 62, 123, 54, 97, 79, 79, 215, 30, 24, 108, 135, 59, 124, 78, 78, 154, 70, 49, 190, 108, 215, 82, 179, 275, 101, 137, 30, 157, 139, 109, 183]
Mean rankings: [8.33, 28.67, 26.83, 19.83, 18.5, 23.33, 18.17, 37.33, 30.67, 11.0, 7.67, 31.67, 31.67, 25.67, 36.33, 21.33, 22.83, 1.83, 1.5, 10.0, 10.33, 20.5, 9.0, 16.17, 13.17, 13.17, 35.83, 5.0, 4.0, 18.0, 22.5, 9.83, 20.67, 13.0, 13.0, 25.67, 11.67, 8.17, 31.67, 18.0, 35.83, 13.67, 29.83, 45.83, 16.83, 22.83, 5.0, 26.17, 23.17, 18.17, 30.5]
